BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
BURUNG LAYANG,1911B - INSTANT BOILED NOODLE 50-99G,1911 - INSTANT NOODLE BAG,NOODLE,2.0,2.33,0.165,1.0,2.0,1.0,11800.0,13767.0,0.1667,2.0,6.0,2.0
GAGA,1911B - INSTANT BOILED NOODLE 50-99G,1911 - INSTANT NOODLE BAG,NOODLE,3.02,2.29,-0.2417,288.0,117.0,-0.5938,8945.0,6825.0,-0.237,522.0,296.0,-0.433
INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911 - INSTANT NOODLE BAG,NOODLE,3.72,3.57,-0.0403,5512.0,5446.0,-0.012,12193.0,11639.0,-0.0454,7524.0,10136.0,0.3472
MIE OVEN,1911B - INSTANT BOILED NOODLE 50-99G,1911 - INSTANT NOODLE BAG,NOODLE,1.4,,,2.5,,,4760.0,,,5.0,,
SEDAAP,1911B - INSTANT BOILED NOODLE 50-99G,1911 - INSTANT NOODLE BAG,NOODLE,2.77,3.38,0.2202,2222.5,2262.67,0.0181,8793.0,10725.0,0.2197,3331.0,4675.0,0.4035
MOMOGI,1911C - INSTANT BOILED NOODLE 100-190G,1911 - INSTANT NOODLE BAG,NOODLE,,1.57,,,2.33,,,20643.0,,,7.0,
ARIRANG,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,2.0,1.57,-0.215,3.5,7.0,1.0,30086.0,22786.0,-0.2426,7.0,20.0,1.8571
GEKIKARA,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.33,1.31,-0.015,87.5,105.33,0.2038,10819.0,10946.0,0.0117,157.0,266.0,0.6943
INDOMIE,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.59,1.55,-0.0252,580.5,493.0,-0.1507,9825.0,9558.0,-0.0272,940.0,1143.0,0.216
KOBE,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.34,1.19,-0.1119,40.0,26.0,-0.35,7805.0,7031.0,-0.0992,78.0,77.0,-0.0128
LEMONILO,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.39,1.4,0.0072,37.5,32.33,-0.1379,9799.0,9690.0,-0.0111,73.0,83.0,0.137
MUJIGAE,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.02,1.02,0.0,23.0,18.67,-0.1883,20209.0,20134.0,-0.0037,45.0,54.0,0.2
NISSIN,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.34,1.28,-0.0448,28.0,28.33,0.0118,10696.0,10760.0,0.006,53.0,80.0,0.5094
NONG SHIM,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.43,1.4,-0.021,125.5,114.33,-0.089,22797.0,23033.0,0.0104,223.0,298.0,0.3363
OMOIDE,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.2,1.21,0.0083,57.5,44.0,-0.2348,19564.0,19681.0,0.006,106.0,116.0,0.0943
PALDO,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.02,1.15,0.1275,262.5,47.67,-0.8184,20851.0,23654.0,0.1344,443.0,128.0,-0.7111
SAMYANG,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.16,1.16,0.0,50.5,55.67,0.1024,28268.0,27228.0,-0.0368,94.0,154.0,0.6383
WONHAE,1911D - PREMIUM INSTANT BOILED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.07,1.1,0.028,29.0,27.0,-0.069,14936.0,15383.0,0.0299,54.0,77.0,0.4259
MIGELAS,1911E - INSTANT NOODLE BANDED,1911 - INSTANT NOODLE BAG,NOODLE,1.14,1.05,-0.0789,77.0,67.67,-0.1212,13328.0,12237.0,-0.0819,143.0,171.0,0.1958
SEDAAP,1911E - INSTANT NOODLE BANDED,1911 - INSTANT NOODLE BAG,NOODLE,1.32,1.4,0.0606,1201.5,1535.0,0.2776,21441.0,22294.0,0.0398,1861.0,3211.0,0.7254
INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911 - INSTANT NOODLE BAG,NOODLE,2.59,2.58,-0.0039,1862.0,1946.67,0.0455,11153.0,11131.0,-0.002,2871.0,4181.0,0.4563
MOMOGI,1911F - INSTANT FRIED NOODLE >100G,1911 - INSTANT NOODLE BAG,NOODLE,,1.2,,,1.67,,,15800.0,,,5.0,
SARIMI,1911F - INSTANT FRIED NOODLE >100G,1911 - INSTANT NOODLE BAG,NOODLE,1.95,1.65,-0.1538,126.0,114.33,-0.0926,8431.0,7159.0,-0.1509,219.0,294.0,0.3425
SUKSES,1911F - INSTANT FRIED NOODLE >100G,1911 - INSTANT NOODLE BAG,NOODLE,2.29,2.53,0.1048,342.5,427.67,0.2487,9924.0,10944.0,0.1028,545.0,998.0,0.8312
GEKIKARA,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.36,1.39,0.0221,252.0,265.67,0.0542,11030.0,11575.0,0.0494,448.0,665.0,0.4844
INDOMIE,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.49,1.28,-0.1409,195.0,115.67,-0.4068,8971.0,7705.0,-0.1411,359.0,321.0,-0.1058
KOBE,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.25,1.39,0.112,35.5,31.0,-0.1268,7318.0,8157.0,0.1146,70.0,90.0,0.2857
LEMONILO,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.85,1.69,-0.0865,214.5,234.0,0.0909,12835.0,11731.0,-0.086,369.0,548.0,0.4851
MUJIGAE,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.06,1.02,-0.0377,17.5,13.33,-0.2383,22786.0,20075.0,-0.119,33.0,39.0,0.1818
NISSIN,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.4,1.39,-0.0071,64.5,78.33,0.2144,19622.0,19468.0,-0.0078,121.0,201.0,0.6612
NONG SHIM,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.03,1.12,0.0874,15.5,22.33,0.4406,20171.0,20042.0,-0.0064,31.0,63.0,1.0323
PALDO,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.0,1.22,0.22,242.0,25.33,-0.8953,26700.0,31493.0,0.1795,400.0,72.0,-0.82
SAMYANG,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.37,1.34,-0.0219,429.0,396.0,-0.0769,34215.0,33370.0,-0.0247,705.0,942.0,0.3362
TASTY,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.81,1.71,-0.0552,196.0,205.33,0.0476,11160.0,10448.0,-0.0638,322.0,483.0,0.5
WONHAE,1911G - PREMIUM INSTANT FRIED NOODLE,1911 - INSTANT NOODLE BAG,NOODLE,1.04,1.09,0.0481,23.5,14.33,-0.3902,14983.0,15700.0,0.0479,43.0,43.0,0.0
POP MIE,1912A - INSTANT FRIED NOODLE CUP,1912 - INSTANT NOODLE CUP,NOODLE,1.57,1.57,0.0,494.0,403.33,-0.1835,9820.0,9860.0,0.0041,855.0,969.0,0.1333
SEDAAP,1912A - INSTANT FRIED NOODLE CUP,1912 - INSTANT NOODLE CUP,NOODLE,1.65,1.61,-0.0242,273.0,269.67,-0.0122,9820.0,9468.0,-0.0358,472.0,626.0,0.3263
GAGA,1912B - INSTANT BOILED NOODLE CUP 35-75G,1912 - INSTANT NOODLE CUP,NOODLE,1.46,1.18,-0.1918,149.5,48.67,-0.6744,8607.0,7499.0,-0.1287,267.0,132.0,-0.5056
POP MIE,1912B - INSTANT BOILED NOODLE CUP 35-75G,1912 - INSTANT NOODLE CUP,NOODLE,1.95,2.02,0.0359,1399.0,1348.0,-0.0365,12277.0,12172.0,-0.0086,2240.0,3027.0,0.3513
RASA JUARA,1912B - INSTANT BOILED NOODLE CUP 35-75G,1912 - INSTANT NOODLE CUP,NOODLE,1.0,1.25,0.25,7.0,2.67,-0.6186,16986.0,20725.0,0.2201,13.0,8.0,-0.3846
SAMI RAOS,1912B - INSTANT BOILED NOODLE CUP 35-75G,1912 - INSTANT NOODLE CUP,NOODLE,1.0,,,0.5,,,20100.0,,,1.0,,
SEDAAP,1912B - INSTANT BOILED NOODLE CUP 35-75G,1912 - INSTANT NOODLE CUP,NOODLE,1.45,1.47,0.0138,235.0,219.67,-0.0652,8090.0,8167.0,0.0095,398.0,537.0,0.3492
MOMMY,1912C - INSTANT BOILED NOODLE CUP 77-100G,1912 - INSTANT NOODLE CUP,NOODLE,,1.0,,,0.33,,,14900.0,,,1.0,
RASA JUARA,1912C - INSTANT BOILED NOODLE CUP 77-100G,1912 - INSTANT NOODLE CUP,NOODLE,2.0,2.0,0.0,0.5,0.67,0.34,39800.0,39800.0,0.0,1.0,2.0,1.0
SEDAAP,1912C - INSTANT BOILED NOODLE CUP 77-100G,1912 - INSTANT NOODLE CUP,NOODLE,1.69,1.7,0.0059,385.0,397.67,0.0329,9384.0,9382.0,-0.0002,653.0,958.0,0.4671
ALFA,1912D - PREMIUM INSTANT NOODLE CUP,1912 - INSTANT NOODLE CUP,NOODLE,1.23,1.18,-0.0407,84.0,65.33,-0.2223,16401.0,14917.0,-0.0905,162.0,183.0,0.1296
ARIRANG,1912D - PREMIUM INSTANT NOODLE CUP,1912 - INSTANT NOODLE CUP,NOODLE,1.0,1.0,0.0,0.5,1.0,1.0,59000.0,58500.0,-0.0085,1.0,2.0,1.0
GEKIKARA,1912D - PREMIUM INSTANT NOODLE CUP,1912 - INSTANT NOODLE CUP,NOODLE,1.12,1.18,0.0536,41.5,35.33,-0.1487,17267.0,18276.0,0.0584,78.0,103.0,0.3205
NISSIN,1912D - PREMIUM INSTANT NOODLE CUP,1912 - INSTANT NOODLE CUP,NOODLE,1.21,1.43,0.1818,14.5,30.33,1.0917,10121.0,12087.0,0.1942,26.0,73.0,1.8077
NONG SHIM,1912D - PREMIUM INSTANT NOODLE CUP,1912 - INSTANT NOODLE CUP,NOODLE,1.0,1.0,0.0,0.5,1.0,1.0,22500.0,21900.0,-0.0267,1.0,1.0,0.0
ARIRANG,1913A - INSTANT RICE NOODLE,1913 - INSTANT RICE NOODLE,NOODLE,2.88,1.6,-0.4444,4.0,8.33,1.0825,31325.0,17324.0,-0.447,8.0,22.0,1.75
BIHUNKU,1913A - INSTANT RICE NOODLE,1913 - INSTANT RICE NOODLE,NOODLE,2.37,2.52,0.0633,669.5,620.33,-0.0734,9462.0,9670.0,0.022,1058.0,1405.0,0.328
FINNA,1913A - INSTANT RICE NOODLE,1913 - INSTANT RICE NOODLE,NOODLE,3.0,2.58,-0.14,7.0,8.0,0.1429,7200.0,6133.0,-0.1482,14.0,22.0,0.5714
SUPER BIHUN,1913A - INSTANT RICE NOODLE,1913 - INSTANT RICE NOODLE,NOODLE,2.09,2.06,-0.0144,112.5,130.0,0.1556,12567.0,12115.0,-0.036,186.0,326.0,0.7527
3 AYAM,1914A - EGG NOODLE,1914 - PREPARED NOODLE,NOODLE,1.47,1.5,0.0204,185.5,181.67,-0.0206,8511.0,8606.0,0.0112,332.0,464.0,0.3976
BURUNG LAYANG,1914A - EGG NOODLE,1914 - PREPARED NOODLE,NOODLE,1.84,1.83,-0.0054,68.5,88.0,0.2847,11748.0,11873.0,0.0106,121.0,234.0,0.9339
SAU TAO,1914A - EGG NOODLE,1914 - PREPARED NOODLE,NOODLE,1.0,,,0.5,,,36000.0,,,1.0,,
NARAYA,1914B - RICE NOODLE,1914 - PREPARED NOODLE,NOODLE,1.0,,,0.5,,,17500.0,,,1.0,,
ROSE BRAND,1914B - RICE NOODLE,1914 - PREPARED NOODLE,NOODLE,1.0,2.0,1.0,0.5,0.33,-0.34,10000.0,20000.0,1.0,1.0,1.0,0.0
TANAM JAGUNG,1914B - RICE NOODLE,1914 - PREPARED NOODLE,NOODLE,1.13,1.17,0.0354,94.5,85.0,-0.1005,13262.0,13725.0,0.0349,164.0,214.0,0.3049
CRYSTAL,1923A - INSTANT PORRIDGE,1923 - INSTANT PORRIDGE,NOODLE,1.0,1.0,0.0,0.5,1.0,1.0,43500.0,47167.0,0.0843,1.0,3.0,2.0
KIMBO,1923A - INSTANT PORRIDGE,1923 - INSTANT PORRIDGE,NOODLE,1.25,1.36,0.088,24.0,14.67,-0.3888,13410.0,14802.0,0.1038,36.0,35.0,-0.0278
SUPER BUBUR,1923A - INSTANT PORRIDGE,1923 - INSTANT PORRIDGE,NOODLE,2.61,2.67,0.023,274.5,256.33,-0.0662,10643.0,10912.0,0.0253,457.0,615.0,0.3457
YUUKA,1923A - INSTANT PORRIDGE,1923 - INSTANT PORRIDGE,NOODLE,,1.0,,,0.33,,,19900.0,,,1.0,
CLEAR,3211B - SHAMPOO 70-100ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,17.0,19.33,0.1371,16600.0,16528.0,-0.0043,32.0,57.0,0.7812
ELLIPS,3211B - SHAMPOO 70-100ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,1.5,0.33,-0.78,36233.0,36900.0,0.0184,3.0,1.0,-0.6667
ERHA,3211B - SHAMPOO 70-100ML,3211 - SHAMPOO,PERSONAL CARE,,1.0,,,0.33,,,70000.0,,,1.0,
HEAD & SHOULDER,3211B - SHAMPOO 70-100ML,3211 - SHAMPOO,PERSONAL CARE,1.08,1.02,-0.0556,44.0,68.0,0.5455,27952.0,25375.0,-0.0922,81.0,186.0,1.2963
LIFEBUOY,3211B - SHAMPOO 70-100ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.04,0.04,16.5,29.67,0.7982,15176.0,13046.0,-0.1404,33.0,84.0,1.5455
PANTENE,3211B - SHAMPOO 70-100ML,3211 - SHAMPOO,PERSONAL CARE,1.04,1.03,-0.0096,48.5,69.0,0.4227,24656.0,24708.0,0.0021,94.0,192.0,1.0426
SUNSILK,3211B - SHAMPOO 70-100ML,3211 - SHAMPOO,PERSONAL CARE,1.03,1.0,-0.0291,19.0,7.33,-0.6142,13626.0,16959.0,0.2446,37.0,22.0,-0.4054
CBD,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,3.0,0.67,-0.7767,41633.0,44200.0,0.0617,6.0,2.0,-0.6667
CLEAR,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.59,1.28,-0.195,170.0,137.0,-0.1941,57374.0,46619.0,-0.1875,296.0,346.0,0.1689
DOVE,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.07,1.06,-0.0093,51.5,62.0,0.2039,29796.0,28942.0,-0.0287,89.0,160.0,0.7978
EMERON,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.27,1.29,0.0157,266.0,288.0,0.0827,27910.0,28334.0,0.0152,440.0,656.0,0.4909
HEAD & SHOULDER,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.28,1.29,0.0078,366.5,300.67,-0.1796,47581.0,47822.0,0.0051,639.0,756.0,0.1831
INTENSE,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,3.17,,,3.0,,,447850.0,,,3.0,,
LIFEBUOY,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.19,1.51,0.2689,130.0,58.33,-0.5513,32063.0,35714.0,0.1139,236.0,162.0,-0.3136
MAKARIZO,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.03,1.05,0.0194,126.0,129.67,0.0291,28505.0,29322.0,0.0287,228.0,324.0,0.4211
MUSTIKA RATU,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,1.5,1.67,0.1133,26900.0,26900.0,0.0,3.0,5.0,0.6667
NATUR,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.02,1.03,0.0098,27.0,22.33,-0.173,35744.0,36651.0,0.0254,47.0,56.0,0.1915
PALMOLIVE,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.05,1.03,-0.019,32.0,24.67,-0.2291,27270.0,27228.0,-0.0015,53.0,64.0,0.2075
PANTENE,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.1,1.38,0.2545,330.0,319.0,-0.0333,34727.0,43691.0,0.2581,571.0,739.0,0.2942
REJOICE,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.08,1.16,0.0741,132.0,155.67,0.1793,31847.0,34384.0,0.0797,228.0,371.0,0.6272
SARIAYU,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,,1.0,,,0.33,,,26900.0,,,1.0,
SELSUN,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.1,1.17,0.0636,5.0,6.0,0.2,50790.0,56011.0,0.1028,9.0,17.0,0.8889
SERASOFT,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.09,1.08,-0.0092,238.0,264.33,0.1106,25853.0,25812.0,-0.0016,408.0,651.0,0.5956
SUNSILK,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.13,1.6,0.4159,213.5,224.33,0.0507,29642.0,44606.0,0.5048,379.0,559.0,0.4749
TRESEMME,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.01,1.06,0.0495,41.0,43.67,0.0651,42422.0,44459.0,0.048,76.0,117.0,0.5395
WONDERLUX,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.0,,,0.5,,,90000.0,,,1.0,,
ZINC,3211C - SHAMPOO 130-250ML,3211 - SHAMPOO,PERSONAL CARE,1.17,1.18,0.0085,316.5,341.0,0.0774,29917.0,30064.0,0.0049,548.0,858.0,0.5657
CLEAR,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.11,1.11,0.0,31.0,39.33,0.2687,67376.0,70275.0,0.043,59.0,110.0,0.8644
DOVE,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.21,0.21,0.5,4.67,8.34,59500.0,83943.0,0.4108,1.0,14.0,13.0
EMERON,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,2.0,2.33,0.165,2.5,8.0,2.2,76400.0,89033.0,0.1654,4.0,10.0,1.5
ERHAIR,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.0,,,1.0,,,185200.0,,,2.0,,
HEAD & SHOULDER,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.04,1.07,0.0288,68.5,64.0,-0.0657,67549.0,68644.0,0.0162,121.0,171.0,0.4132
HERBAL ESSENCES,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,1.0,0.67,-0.33,89900.0,90900.0,0.0111,1.0,1.0,0.0
LAB ON HAIR,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.0,,,0.5,,,125900.0,,,1.0,,
LIFEBUOY,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.07,1.44,0.3458,20.5,16.67,-0.1868,48759.0,57306.0,0.1753,40.0,47.0,0.175
LOREAL,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,0.5,1.0,1.0,73000.0,78000.0,0.0685,1.0,3.0,2.0
MAKARIZO,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.03,0.03,23.0,24.67,0.0726,48226.0,49293.0,0.0221,44.0,67.0,0.5227
NATUR,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,0.5,2.0,3.0,49000.0,49517.0,0.0106,1.0,5.0,4.0
PANTENE,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.07,1.08,0.0093,50.0,58.67,0.1734,71292.0,74255.0,0.0416,89.0,147.0,0.6517
REJOICE,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.16,1.05,-0.0948,40.5,40.33,-0.0042,64988.0,58786.0,-0.0954,75.0,101.0,0.3467
SERASOFT,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.08,1.07,-0.0093,49.0,46.0,-0.0612,50824.0,49967.0,-0.0169,91.0,122.0,0.3407
SUNSILK,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.06,1.43,0.3491,122.0,79.0,-0.3525,49902.0,71048.0,0.4238,222.0,214.0,-0.036
ZINC,3211D - SHAMPOO 270-450ML,3211 - SHAMPOO,PERSONAL CARE,1.09,1.09,0.0,115.0,111.0,-0.0348,47163.0,47659.0,0.0105,204.0,288.0,0.4118
CLEAR,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.04,0.04,5.5,9.0,0.6364,130136.0,146815.0,0.1282,11.0,22.0,1.0
DOVE,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.12,0.12,6.5,11.0,0.6923,109600.0,116406.0,0.0621,13.0,30.0,1.3077
HEAD & SHOULDER,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,1.5,0.33,-0.78,111833.0,111800.0,-0.0003,3.0,1.0,-0.6667
LIFEBUOY,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.42,1.23,-0.1338,12.0,14.67,0.2225,103383.0,91643.0,-0.1136,22.0,40.0,0.8182
MUSTIKA RATU,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,1.0,0.67,-0.33,105900.0,105900.0,0.0,2.0,1.0,-0.5
PANTENE,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,4.0,1.67,-0.5825,130012.0,109860.0,-0.155,8.0,5.0,-0.375
REJOICE,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.0,0.0,2.0,1.33,-0.335,76175.0,75900.0,-0.0036,4.0,4.0,0.0
SUNSILK,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.38,1.21,-0.1232,8.0,9.33,0.1662,120038.0,115275.0,-0.0397,16.0,26.0,0.625
TRESEMME,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.38,1.11,-0.1957,6.5,6.0,-0.0769,159777.0,123117.0,-0.2294,7.0,15.0,1.1429
ZINC,3211E - SHAMPOO 450-700ML,3211 - SHAMPOO,PERSONAL CARE,1.0,1.07,0.07,2.0,5.0,1.5,62400.0,68267.0,0.094,4.0,12.0,2.0
PANTENE,3213A - CONDITIONER LEAVE ON 30-70ML,3213 - CONDITIONER,PERSONAL CARE,1.31,1.7,0.2977,34.0,42.0,0.2353,23951.0,31081.0,0.2977,62.0,112.0,0.8065
PANTENE,3213B - CONDITIONER 70-100ML,3213 - CONDITIONER,PERSONAL CARE,1.03,1.12,0.0874,117.5,124.33,0.0581,20493.0,22249.0,0.0857,214.0,328.0,0.5327
SUNSILK,3213B - CONDITIONER 70-100ML,3213 - CONDITIONER,PERSONAL CARE,,1.29,,,2.33,,,58814.0,,,7.0,
CBD,3213C - CONDITIONER 135-250ML,3213 - CONDITIONER,PERSONAL CARE,1.0,1.0,0.0,2.0,1.33,-0.335,40950.0,44200.0,0.0794,3.0,4.0,0.3333
DOVE,3213C - CONDITIONER 135-250ML,3213 - CONDITIONER,PERSONAL CARE,1.0,1.0,0.0,9.0,2.67,-0.7033,30994.0,30500.0,-0.0159,18.0,8.0,-0.5556
NATUR,3213C - CONDITIONER 135-250ML,3213 - CONDITIONER,PERSONAL CARE,1.0,1.0,0.0,1.5,1.0,-0.3333,31500.0,31433.0,-0.0021,3.0,3.0,0.0
PANTENE,3213C - CONDITIONER 135-250ML,3213 - CONDITIONER,PERSONAL CARE,1.08,1.23,0.1389,107.5,105.33,-0.0202,35687.0,42501.0,0.1909,193.0,258.0,0.3368
REJOICE,3213C - CONDITIONER 135-250ML,3213 - CONDITIONER,PERSONAL CARE,1.05,1.2,0.1429,75.0,96.33,0.2844,31081.0,35318.0,0.1363,138.0,242.0,0.7536
SUNSILK,3213C - CONDITIONER 135-250ML,3213 - CONDITIONER,PERSONAL CARE,1.14,1.33,0.1667,40.5,1.0,-0.9753,36454.0,39633.0,0.0872,72.0,3.0,-0.9583
TRESEMME,3213C - CONDITIONER 135-250ML,3213 - CONDITIONER,PERSONAL CARE,1.05,1.07,0.019,9.5,9.0,-0.0526,47579.0,48548.0,0.0204,19.0,26.0,0.3684
DOVE,3213D - CONDITIONER 260-500ML,3213 - CONDITIONER,PERSONAL CARE,1.5,1.0,-0.3333,2.0,3.67,0.835,102600.0,69145.0,-0.3261,4.0,10.0,1.5
HERBAL ESSENCES,3213D - CONDITIONER 260-500ML,3213 - CONDITIONER,PERSONAL CARE,1.0,1.0,0.0,1.0,1.67,0.67,89900.0,90900.0,0.0111,1.0,4.0,3.0
LOREAL,3213D - CONDITIONER 260-500ML,3213 - CONDITIONER,PERSONAL CARE,1.0,,,0.5,,,79900.0,,,1.0,,
PANTENE,3213D - CONDITIONER 260-500ML,3213 - CONDITIONER,PERSONAL CARE,1.0,1.0,0.0,2.0,3.0,0.5,62400.0,61744.0,-0.0105,4.0,9.0,1.25
CBD,3214A - HAIR TONIC,3214 - HAIR TONIC,PERSONAL CARE,,1.0,,,0.67,,,55450.0,,,2.0,
MAKARIZO,3214A - HAIR TONIC,3214 - HAIR TONIC,PERSONAL CARE,1.04,1.03,-0.0096,14.0,9.67,-0.3093,37721.0,35810.0,-0.0507,27.0,29.0,0.0741
MUSTIKA RATU,3214A - HAIR TONIC,3214 - HAIR TONIC,PERSONAL CARE,1.12,1.07,-0.0446,17.0,15.0,-0.1176,45700.0,44093.0,-0.0352,34.0,45.0,0.3235
NATUR,3214A - HAIR TONIC,3214 - HAIR TONIC,PERSONAL CARE,1.0,1.0,0.0,3.0,0.67,-0.7767,36617.0,36450.0,-0.0046,6.0,2.0,-0.6667
BELLAGIO,3215A - HAIR STYLING CREAM,3215 - HAIR STYLING,PERSONAL CARE,1.03,1.14,0.1068,15.5,39.33,1.5374,33442.0,36149.0,0.0809,30.0,102.0,2.4
