SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
3262B - REFFIL COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.0,1.0,0.0,14.0,13.67,-0.0236,0.5,0.33,-0.34,39346.0,38898.0,-0.0114,19673.0,12836.0,-0.3475,28.0,41.0,0.4643
3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.23,1.03,-0.1626,15.5,12.33,-0.2045,0.52,0.34,-0.3462,37494.0,31919.0,-0.1487,19497.0,10852.0,-0.4434,30.0,36.0,0.2
3264A - EYE,3264 - EYE,PERSONAL CARE,1.14,1.11,-0.0263,25.5,27.67,0.0851,0.53,0.35,-0.3396,50188.0,66271.0,0.3205,26600.0,23195.0,-0.128,48.0,78.0,0.625
3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.1,1.14,0.0364,24.5,19.67,-0.1971,0.52,0.35,-0.3269,47378.0,52203.0,0.1018,24637.0,18271.0,-0.2584,47.0,57.0,0.2128
3265B - LIP BALM,3265 - LIPS,PERSONAL CARE,1.05,1.02,-0.0286,30.5,34.0,0.1148,0.54,0.34,-0.3704,34272.0,33443.0,-0.0242,18507.0,11371.0,-0.3856,57.0,101.0,0.7719
3266A - NAIL,3266 - NAIL,PERSONAL CARE,1.0,,,1.5,,,0.5,,,30500.0,,,15250.0,,,3.0,,
3281A - RAZOR,3281 - RAZOR,PERSONAL CARE,1.05,1.03,-0.019,10.5,10.33,-0.0162,0.5,0.33,-0.34,41114.0,34677.0,-0.1566,20557.0,11443.0,-0.4434,21.0,31.0,0.4762
3282A - DISPOSABLE RAZOR,3282 - DISPOSABLE RAZOR,PERSONAL CARE,1.03,1.03,0.0,332.0,335.67,0.0111,0.53,0.36,-0.3208,20065.0,19532.0,-0.0266,10634.0,7032.0,-0.3387,630.0,926.0,0.4698
3283A - REFILL RAZOR,3283 - REFILL RAZOR,PERSONAL CARE,1.0,1.03,0.03,19.5,26.33,0.3503,0.51,0.37,-0.2745,26428.0,27777.0,0.051,13478.0,10277.0,-0.2375,38.0,71.0,0.8684
3284A - SHAVING CARE,3284 - SHAVING CARE,PERSONAL CARE,1.0,1.0,0.0,3.0,3.67,0.2233,0.5,0.33,-0.34,46900.0,50082.0,0.0678,23450.0,16527.0,-0.2952,6.0,11.0,0.8333
3331A - BEAUTY COTTON,3331 - BEAUTY COTTON,PERSONAL CARE,1.08,1.07,-0.0093,851.0,845.33,-0.0067,0.58,0.4,-0.3103,12273.0,12228.0,-0.0037,7118.0,4891.0,-0.3129,1479.0,2124.0,0.4361
4271A - BATHROOM ACCESSORIES,4271 - BATHROOM ACCESSORIES,PERSONAL CARE,1.0,1.04,0.04,35.0,35.0,0.0,0.53,0.35,-0.3396,16306.0,17150.0,0.0518,8642.0,6002.0,-0.3055,66.0,100.0,0.5152
1511A - RICE BAG 1-3KG,1511 - RICE,STAPLE NEED,1.24,1.13,-0.0887,714.5,128.0,-0.8209,0.71,0.41,-0.4225,49010.0,48244.0,-0.0156,34797.0,19780.0,-0.4316,1000.0,312.0,-0.688
1511B - RICE BAG 5KG,1511 - RICE,STAPLE NEED,1.26,1.25,-0.0079,5740.5,2430.0,-0.5767,0.91,0.5,-0.4505,94029.0,93831.0,-0.0021,85566.0,46916.0,-0.4517,6331.0,4840.0,-0.2355
1512C - SUGAR BAG 1KG,1512 - SUGAR,STAPLE NEED,1.72,1.87,0.0872,4982.5,5153.0,0.0342,0.93,0.7,-0.2473,30081.0,32554.0,0.0822,27975.0,22788.0,-0.1854,5358.0,7408.0,0.3826
1512E - OTHERS SUGAR,1512 - SUGAR,STAPLE NEED,1.07,1.08,0.0093,149.0,139.67,-0.0626,0.57,0.4,-0.2982,19276.0,19186.0,-0.0047,10987.0,7674.0,-0.3015,260.0,350.0,0.3462
1513A - FLOUR,1513 - FLOUR,STAPLE NEED,1.13,1.17,0.0354,657.5,734.67,0.1174,0.59,0.43,-0.2712,17121.0,17780.0,0.0385,10101.0,7645.0,-0.2431,1122.0,1697.0,0.5125
1513B - OTHER FLOUR,1513 - FLOUR,STAPLE NEED,1.21,1.22,0.0083,675.5,735.67,0.0891,0.58,0.42,-0.2759,12230.0,12213.0,-0.0014,7093.0,5129.0,-0.2769,1174.0,1763.0,0.5017
1521B - PALM COOKING OIL POUCH 900-1000ML,1521 - PALM COOKING OIL,STAPLE NEED,1.12,1.16,0.0357,549.0,867.0,0.5792,0.6,0.46,-0.2333,23185.0,23719.0,0.023,13911.0,10911.0,-0.2157,909.0,1898.0,1.088
1521C - PALM COOKING OIL POUCH 1800-2000ML,1521 - PALM COOKING OIL,STAPLE NEED,1.41,1.43,0.0142,5055.5,5809.67,0.1492,0.79,0.63,-0.2025,58356.0,59209.0,0.0146,46101.0,37302.0,-0.1909,6422.0,9243.0,0.4393
1521F - PALM COOKING OIL BOTTLE 800-1000ML,1521 - PALM COOKING OIL,STAPLE NEED,1.14,1.17,0.0263,935.0,681.67,-0.2709,0.65,0.45,-0.3077,23668.0,24462.0,0.0335,15384.0,11008.0,-0.2845,1438.0,1526.0,0.0612
1521G - PALM COOKING OIL BOTTLE 2L,1521 - PALM COOKING OIL,STAPLE NEED,1.3,1.31,0.0077,1485.5,1481.0,-0.003,0.69,0.52,-0.2464,53820.0,54031.0,0.0039,37136.0,28096.0,-0.2434,2159.0,2869.0,0.3289
1522A - OTHERS COOKING OIL,1522 - OTHER COOKING OIL,STAPLE NEED,1.32,1.23,-0.0682,75.0,43.67,-0.4177,0.59,0.41,-0.3051,85070.0,86388.0,0.0155,50191.0,35419.0,-0.2943,128.0,107.0,-0.1641
1523A - MARGARINE & BUTTER CUP 250-350G,1523 - MARGARINE & BUTTER,STAPLE NEED,1.15,1.1,-0.0435,330.5,318.67,-0.0358,0.55,0.39,-0.2909,14764.0,15259.0,0.0335,8120.0,5951.0,-0.2671,605.0,821.0,0.357
1523B - MARGARINE & BUTTER BAG 200G,1523 - MARGARINE & BUTTER,STAPLE NEED,1.36,1.39,0.0221,1756.0,2106.33,0.1995,0.63,0.48,-0.2381,12030.0,11656.0,-0.0311,7579.0,5595.0,-0.2618,2776.0,4426.0,0.5944
1531A - SEED & BEAN SACHET 40-90G,1531 - SEED & BEAN,STAPLE NEED,1.35,1.28,-0.0519,41.0,37.33,-0.0895,0.54,0.41,-0.2407,13572.0,12891.0,-0.0502,7329.0,5285.0,-0.2789,76.0,90.0,0.1842
1531B - SEED & BEAN BAG 100-250G,1531 - SEED & BEAN,STAPLE NEED,1.11,1.09,-0.018,46.5,45.67,-0.0178,0.54,0.39,-0.2778,12357.0,12155.0,-0.0163,6673.0,4740.0,-0.2897,86.0,117.0,0.3605
1531C - SEED & BEAN BAG 400-1000G,1531 - SEED & BEAN,STAPLE NEED,1.29,1.07,-0.1705,3.5,9.0,1.5714,0.58,0.5,-0.1379,26086.0,22237.0,-0.1476,15130.0,11118.0,-0.2652,6.0,18.0,2.0
1532A - SUNDRIED CRACKER,1532 - SUNDRIED CRACKER,STAPLE NEED,1.13,1.21,0.0708,52.0,45.0,-0.1346,0.64,0.45,-0.2969,12971.0,10513.0,-0.1895,8301.0,4731.0,-0.4301,81.0,101.0,0.2469
1611A - JELLY POWDER 7-35G,1611 - POWDER JELLY,STAPLE NEED,1.92,2.0,0.0417,507.5,560.33,0.1041,0.59,0.42,-0.2881,12294.0,13055.0,0.0619,7253.0,5483.0,-0.244,864.0,1330.0,0.5394
1612A - PROCESSED PUDDING,1612 - PROCESSED PUDDING,STAPLE NEED,1.66,1.64,-0.012,661.0,679.67,0.0282,0.6,0.42,-0.3,20179.0,20677.0,0.0247,12107.0,8684.0,-0.2827,1100.0,1604.0,0.4582
1621A - ESSENCE 20-90G,1621 - ESSENCE,STAPLE NEED,1.09,1.13,0.0367,116.5,98.0,-0.1588,0.53,0.36,-0.3208,10827.0,11132.0,0.0282,5738.0,4008.0,-0.3015,219.0,274.0,0.2511
1622A - COLOURING & FLAVOURING 90G,1622 - COLOURING & FLAVOURING,STAPLE NEED,1.1,1.15,0.0455,99.0,95.33,-0.0371,0.58,0.4,-0.3103,27352.0,27883.0,0.0194,15864.0,11153.0,-0.297,172.0,241.0,0.4012
1623A - BAKING POWDER,1623 - BAKING POWDER,STAPLE NEED,1.15,1.16,0.0087,185.5,177.33,-0.044,0.53,0.35,-0.3396,7920.0,8165.0,0.0309,4198.0,2858.0,-0.3192,348.0,508.0,0.4598
1624A - INSTANT CAKE,1624 - INSTANT PROCESS FOOD,STAPLE NEED,1.15,1.2,0.0435,104.5,91.33,-0.126,0.58,0.4,-0.3103,19408.0,20091.0,0.0352,11257.0,8036.0,-0.2861,180.0,229.0,0.2722
1625A - COCONUT MILK LIQUID 65-100ML,1625 - COCONUT MILK,STAPLE NEED,2.42,2.09,-0.1364,1669.5,1317.33,-0.2109,0.69,0.51,-0.2609,13863.0,11815.0,-0.1477,9565.0,6026.0,-0.37,2429.0,2558.0,0.0531
1625B - COCONUT MILK LIQUID 180-200ML,1625 - COCONUT MILK,STAPLE NEED,1.32,1.37,0.0379,198.5,187.0,-0.0579,0.6,0.42,-0.3,26320.0,27434.0,0.0423,15792.0,11522.0,-0.2704,330.0,445.0,0.3485
1625C - COCONUT MILK POWDER 20-25G,1625 - COCONUT MILK,STAPLE NEED,1.25,1.25,0.0,219.5,217.0,-0.0114,0.59,0.42,-0.2881,15214.0,15284.0,0.0046,8976.0,6419.0,-0.2849,372.0,521.0,0.4005
1711A - MSG ( MONO SODIUM GLUTAMATE ) 50-150G,1711 - MSG ( MONO SODIUM GLUTAMATE ),STAPLE NEED,1.23,1.25,0.0163,345.5,358.33,0.0371,0.65,0.46,-0.2923,7060.0,7061.0,0.0001,4589.0,3248.0,-0.2922,533.0,774.0,0.4522
1711B - MSG ( MONO SODIUM GLUTAMATE ) 250-500G,1711 - MSG ( MONO SODIUM GLUTAMATE ),STAPLE NEED,1.06,1.09,0.0283,86.5,95.0,0.0983,0.58,0.44,-0.2414,16968.0,17484.0,0.0304,9841.0,7693.0,-0.2183,149.0,217.0,0.4564
1712A - SALT,1712 - SALT,STAPLE NEED,1.06,1.08,0.0189,563.5,547.0,-0.0293,0.56,0.39,-0.3036,11024.0,10904.0,-0.0109,6173.0,4253.0,-0.311,1014.0,1392.0,0.3728
1713A - SPICES,1713 - SPICES,STAPLE NEED,1.21,1.21,0.0,241.0,231.0,-0.0415,0.57,0.38,-0.3333,11823.0,14434.0,0.2208,6739.0,5485.0,-0.1861,423.0,602.0,0.4232
1714A - STOCK SOUP SACHET,1714 - STOCK SOUP,STAPLE NEED,1.29,1.32,0.0233,729.0,654.33,-0.1024,0.65,0.48,-0.2615,8378.0,9017.0,0.0763,5446.0,4328.0,-0.2053,1119.0,1362.0,0.2172
1714B - STOCK SOUP 100-250G,1714 - STOCK SOUP,STAPLE NEED,1.23,1.21,-0.0163,844.5,835.67,-0.0105,0.64,0.47,-0.2656,12615.0,12650.0,0.0028,8074.0,5946.0,-0.2636,1314.0,1779.0,0.3539
1715A - FRIED MEAL MAKER,1715 - MEAL MAKER,STAPLE NEED,1.91,1.82,-0.0471,427.5,384.0,-0.1018,0.58,0.4,-0.3103,5673.0,6465.0,0.1396,3290.0,2586.0,-0.214,732.0,960.0,0.3115
1715B - SOUP MEAL MAKER POWDER,1715 - MEAL MAKER,STAPLE NEED,1.61,1.58,-0.0186,129.5,97.0,-0.251,0.54,0.37,-0.3148,5685.0,5370.0,-0.0554,3070.0,1987.0,-0.3528,238.0,264.0,0.1092
1715C - SOUP MEAL MAKER PASTE,1715 - MEAL MAKER,STAPLE NEED,1.48,1.48,0.0,499.5,335.0,-0.3293,0.57,0.41,-0.2807,12605.0,13513.0,0.072,7185.0,5540.0,-0.2289,877.0,825.0,-0.0593
1715D - FRIED RICE MEAL MAKER POWDER,1715 - MEAL MAKER,STAPLE NEED,1.61,1.63,0.0124,328.5,320.67,-0.0238,0.58,0.4,-0.3103,5132.0,5102.0,-0.0058,2977.0,2041.0,-0.3144,571.0,795.0,0.3923
1715E - FRIED RICE MEAL MAKER PASTE,1715 - MEAL MAKER,STAPLE NEED,1.59,1.41,-0.1132,43.5,40.0,-0.0805,0.52,0.4,-0.2308,10532.0,10560.0,0.0027,5477.0,4224.0,-0.2288,83.0,100.0,0.2048
1716A - FLOUR SEASONING,1716 - FLOUR SEASONING,STAPLE NEED,1.34,1.35,0.0075,517.5,600.67,0.1607,0.59,0.44,-0.2542,10016.0,10077.0,0.0061,5909.0,4434.0,-0.2496,881.0,1380.0,0.5664
1716B - SPECIFIC FLOUR SEASONING,1716 - FLOUR SEASONING,STAPLE NEED,1.4,1.46,0.0429,754.5,756.0,0.002,0.59,0.42,-0.2881,10752.0,11358.0,0.0564,6344.0,4770.0,-0.2481,1280.0,1787.0,0.3961
1717A - SHRIMP PASTE,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.0,1.02,0.02,56.0,42.33,-0.2441,0.51,0.36,-0.2941,8830.0,9419.0,0.0667,4503.0,3391.0,-0.2469,109.0,119.0,0.0917
1717B - PEANUT SAUCE,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.1,1.12,0.0182,39.0,49.0,0.2564,0.52,0.36,-0.3077,10350.0,8755.0,-0.1541,5382.0,3152.0,-0.4143,75.0,137.0,0.8267
1717C - OTHER SEASONING (TOPING),"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.26,1.18,-0.0635,50.5,48.67,-0.0362,0.62,0.41,-0.3387,14486.0,12028.0,-0.1697,8981.0,4931.0,-0.451,82.0,118.0,0.439
1721A - CHILLI PET 120-200ML,1721 - CHILLI,STAPLE NEED,1.54,1.26,-0.1818,676.0,691.33,0.0227,0.54,0.39,-0.2778,13234.0,10970.0,-0.1711,7146.0,4278.0,-0.4013,1247.0,1792.0,0.437
1721B - CHILLI PET & BOTTLE 235-275ML,1721 - CHILLI,STAPLE NEED,1.09,1.07,-0.0183,905.5,987.67,0.0907,0.57,0.4,-0.2982,16781.0,16485.0,-0.0176,9565.0,6594.0,-0.3106,1591.0,2449.0,0.5393
1721D - CHILLI PACK,1721 - CHILLI,STAPLE NEED,1.18,1.21,0.0254,158.0,219.67,0.3903,0.57,0.41,-0.2807,13596.0,15260.0,0.1224,7750.0,6257.0,-0.1926,279.0,536.0,0.9211
1721E - TRADITIONAL CHILLI,1721 - CHILLI,STAPLE NEED,1.08,1.08,0.0,206.0,189.0,-0.0825,0.55,0.39,-0.2909,18481.0,18535.0,0.0029,10165.0,7229.0,-0.2888,375.0,488.0,0.3013
1721F - POWDER CHILLI,1721 - CHILLI,STAPLE NEED,1.09,1.11,0.0183,296.0,411.67,0.3908,0.55,0.4,-0.2727,15265.0,15619.0,0.0232,8396.0,6248.0,-0.2558,535.0,1024.0,0.914
1721H - CHILLI PET & BOTTLE 300-400ML,1721 - CHILLI,STAPLE NEED,1.09,1.16,0.0642,621.5,518.33,-0.166,0.56,0.4,-0.2857,20585.0,22408.0,0.0886,11528.0,8963.0,-0.2225,1111.0,1307.0,0.1764
1722A - TOMATO PET 130-140ML,1722 - TOMATO,STAPLE NEED,1.04,1.04,0.0,34.0,22.33,-0.3432,0.54,0.35,-0.3519,9251.0,9345.0,0.0102,4996.0,3271.0,-0.3453,63.0,64.0,0.0159
1722B - TOMATO BOTTLE 275-340ML,1722 - TOMATO,STAPLE NEED,1.06,1.05,-0.0094,327.0,342.33,0.0469,0.54,0.37,-0.3148,13072.0,13270.0,0.0151,7059.0,4910.0,-0.3044,602.0,923.0,0.5332
1722C - TOMATO SACHET,1722 - TOMATO,STAPLE NEED,1.18,1.22,0.0339,107.0,147.0,0.3738,0.56,0.41,-0.2679,8150.0,8008.0,-0.0174,4564.0,3283.0,-0.2807,191.0,361.0,0.8901
1722D - STEAK & PASTA SAUCE,1722 - TOMATO,STAPLE NEED,1.2,1.19,-0.0083,500.5,470.67,-0.0596,0.58,0.4,-0.3103,17959.0,18336.0,0.021,10416.0,7334.0,-0.2959,868.0,1164.0,0.341
1723A - SOY SAUCE PET 130-250ML,1723 - SOY SAUCE,STAPLE NEED,1.17,1.19,0.0171,669.5,843.67,0.2601,0.55,0.41,-0.2545,11294.0,11830.0,0.0475,6212.0,4850.0,-0.2193,1213.0,2083.0,0.7172
1723B - SOY SAUCE BOTTLE 275-340ML,1723 - SOY SAUCE,STAPLE NEED,1.1,1.12,0.0182,548.0,631.0,0.1515,0.55,0.41,-0.2545,19849.0,19222.0,-0.0316,10917.0,7881.0,-0.2781,988.0,1556.0,0.5749
1723C - SOY SAUCE 500-600ML,1723 - SOY SAUCE,STAPLE NEED,1.86,1.79,-0.0376,1690.0,1578.0,-0.0663,0.67,0.49,-0.2687,46083.0,44018.0,-0.0448,30876.0,21569.0,-0.3014,2510.0,3243.0,0.292
1724A - LIQUID SAUCE SACHET,1724 - LIQUID SAUCE & VINEGAR,STAPLE NEED,1.18,1.19,0.0085,53.0,44.0,-0.1698,0.54,0.37,-0.3148,4027.0,4067.0,0.0099,2175.0,1505.0,-0.308,98.0,119.0,0.2143
1724B - LIQUID SAUCE BOTTLE,1724 - LIQUID SAUCE & VINEGAR,STAPLE NEED,1.18,1.14,-0.0339,895.5,981.33,0.0958,0.56,0.42,-0.25,22073.0,20378.0,-0.0768,12361.0,8559.0,-0.3076,1598.0,2352.0,0.4718
1724C - VINEGAR,1724 - LIQUID SAUCE & VINEGAR,STAPLE NEED,1.11,1.19,0.0721,66.5,70.67,0.0627,0.52,0.35,-0.3269,5699.0,6201.0,0.0881,2963.0,2170.0,-0.2676,129.0,202.0,0.5659
1725B - DRESSING SACHET 50-150G,1725 - DRESSING,STAPLE NEED,1.7,1.76,0.0353,447.5,591.0,0.3207,0.57,0.41,-0.2807,12893.0,13373.0,0.0372,7349.0,5483.0,-0.2539,782.0,1425.0,0.8223
1725C - DRESSING BOTTLE,1725 - DRESSING,STAPLE NEED,1.05,1.06,0.0095,120.0,144.67,0.2056,0.52,0.37,-0.2885,38559.0,38604.0,0.0012,20051.0,14283.0,-0.2877,229.0,389.0,0.6987
1811A - CANNED MEAT 180-200G,1811 - CANNED MEAT,STAPLE NEED,1.07,1.05,-0.0187,118.5,136.33,0.1505,0.54,0.39,-0.2778,23983.0,24405.0,0.0176,12951.0,9518.0,-0.2651,221.0,347.0,0.5701
1811B - CANNED MEAT 325-400G,1811 - CANNED MEAT,STAPLE NEED,1.02,1.03,0.0098,22.5,20.0,-0.1111,0.52,0.35,-0.3269,41204.0,43025.0,0.0442,21426.0,15059.0,-0.2972,43.0,57.0,0.3256
1811C - CANNED MEAT SAC,1811 - CANNED MEAT,STAPLE NEED,1.23,1.24,0.0081,112.5,109.67,-0.0252,0.54,0.37,-0.3148,11160.0,11574.0,0.0371,6026.0,4282.0,-0.2894,210.0,297.0,0.4143
1812A - CANNED SEAFOOD SARDINES 100-200G,1812 - CANNED SEAFOOD,STAPLE NEED,1.46,1.41,-0.0342,684.5,635.0,-0.0723,0.59,0.4,-0.322,17201.0,17185.0,-0.0009,10149.0,6874.0,-0.3227,1164.0,1570.0,0.3488
1812B - CANNED SEAFOOD SARDINES 300-500G,1812 - CANNED SEAFOOD,STAPLE NEED,1.17,1.16,-0.0085,178.0,226.0,0.2697,0.55,0.38,-0.3091,34500.0,33786.0,-0.0207,18975.0,12839.0,-0.3234,324.0,600.0,0.8519
1812D - CANNED SEAFOOD MACKEREL 300-500G,1812 - CANNED SEAFOOD,STAPLE NEED,1.12,1.06,-0.0536,48.0,56.67,0.1806,0.54,0.37,-0.3148,34019.0,34441.0,0.0124,18370.0,12743.0,-0.3063,89.0,154.0,0.7303
1812E - CANNED SEAFOOD TUNA 100-200G,1812 - CANNED SEAFOOD,STAPLE NEED,1.09,1.15,0.055,45.5,38.33,-0.1576,0.6,0.41,-0.3167,28971.0,30649.0,0.0579,17383.0,12566.0,-0.2771,76.0,94.0,0.2368
1813A - CANNED VEGETABLE,1813 - CANNED VEGETABLE,STAPLE NEED,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.33,-0.34,11900.0,11300.0,-0.0504,5950.0,3729.0,-0.3733,2.0,3.0,0.5
1814A - CANNED FRUIT,1814 - CANNED FRUIT,STAPLE NEED,1.25,1.43,0.144,4.0,2.33,-0.4175,0.5,0.33,-0.34,35162.0,34871.0,-0.0083,17581.0,11507.0,-0.3455,8.0,7.0,-0.125
1821A - DRIED MEAT 50-125G,1821 - DRIED MEAT,STAPLE NEED,1.18,1.21,0.0254,114.5,118.0,0.0306,0.63,0.45,-0.2857,19413.0,19674.0,0.0134,12230.0,8853.0,-0.2761,181.0,263.0,0.453
1915A - PASTA,1915 - PASTA,STAPLE NEED,1.23,1.21,-0.0163,357.0,332.0,-0.07,0.59,0.39,-0.339,12618.0,12550.0,-0.0054,7445.0,4894.0,-0.3426,610.0,847.0,0.3885
1915B - INSTANT PASTA,1915 - PASTA,STAPLE NEED,2.85,2.76,-0.0316,1497.0,1769.0,0.1817,0.61,0.44,-0.2787,12676.0,12228.0,-0.0353,7732.0,5380.0,-0.3042,2438.0,4011.0,0.6452
1921A - INSTANT SOUP,1921 - INSTANT SOUP,STAPLE NEED,1.35,1.35,0.0,67.0,76.0,0.1343,0.56,0.39,-0.3036,13848.0,14068.0,0.0159,7755.0,5487.0,-0.2925,120.0,194.0,0.6167
1922A - INSTANT RICE,1922 - INSTANT RICE,STAPLE NEED,1.5,1.22,-0.1867,5.0,6.0,0.2,0.56,0.38,-0.3214,108600.0,57961.0,-0.4663,60816.0,22025.0,-0.6378,9.0,16.0,0.7778
