SECTION,CATEGORY,SUBCATEGORY,BRAND,SEGMENT_VALUE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_BEFORE,SPB_AFTER,SPB_BEFORE,SPT_AFTER,SPT_BEFORE,BUYER_COUNT_GROWTH,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_GROWTH,SPT_GROWTH,SPB_GROWTH,SEGMENT_TYPE,VERSI
BEVERAGES,1144 - POWDER DRINK,1144C - POWDER DRINK BAG,NUTRI SARI,FRUIT FLAVOR,1.18,1.07,31.0,14.5,79.0,26.0,1.18,1.12,27691.0,24134.0,23467.0,21548.0,2.0385,0.1028,1.1379,0.0536,0.0891,0.1474,Variant/Flavor,NOT_TRIAL
BEVERAGES,1154 - RTD TEA,1154C - RTD TEA TETRAPACK 1L,SOSRO,ORIGINAL TEA,1.33,1.36,202.33,285.0,375.0,434.0,1.62,1.31,23539.0,19554.0,14530.0,14927.0,-0.1359,-0.0221,-0.2901,0.2366,-0.0266,0.2038,Variant/Flavor,NOT_TRIAL
BEVERAGES,1154 - RTD TEA,1154C - RTD TEA TETRAPACK 1L,ULTRA,JASMINE TEA,1.07,1.31,23.67,27.5,53.0,41.0,1.34,1.34,18505.0,22357.0,13810.0,16684.0,0.2927,-0.1832,-0.1393,0.0,-0.1723,-0.1723,Variant/Flavor,NOT_TRIAL
BEVERAGES,1231 - TRADITIONAL DRINK,1231A - TRADITIONAL DRINK SACHET 4-8S,AMH,TRADITIONAL,1.13,1.07,47.0,37.5,131.0,69.0,1.08,1.09,9945.0,9637.0,9208.0,8841.0,0.8986,0.0561,0.2533,-0.0092,0.0415,0.032,Variant/Flavor,NOT_TRIAL
BEVERAGES,1231 - TRADITIONAL DRINK,1231A - TRADITIONAL DRINK SACHET 4-8S,ANGET SARI,TRADITIONAL,1.05,1.05,57.67,52.0,155.0,90.0,1.12,1.16,10170.0,10497.0,9080.0,9049.0,0.7222,0.0,0.109,-0.0345,0.0034,-0.0312,Variant/Flavor,NOT_TRIAL
BEVERAGES,1231 - TRADITIONAL DRINK,1231A - TRADITIONAL DRINK SACHET 4-8S,SIDOMUNCUL,TRADITIONAL,1.07,1.1,83.67,90.5,213.0,164.0,1.18,1.1,16994.0,16673.0,14402.0,15157.0,0.2988,-0.0273,-0.0755,0.0727,-0.0498,0.0193,Variant/Flavor,NOT_TRIAL
BEVERAGES,1231 - TRADITIONAL DRINK,1231A - TRADITIONAL DRINK SACHET 4-8S,XTRAGIN,OTHERS,2.0,,0.33,,1.0,,1.0,,35700.0,,35700.0,,,,,,,,Variant/Flavor,NOT_TRIAL
BEVERAGES,1231 - TRADITIONAL DRINK,1231A - TRADITIONAL DRINK SACHET 4-8S,XTRAGIN,TRADITIONAL,1.14,1.29,14.67,7.0,41.0,13.0,1.07,1.08,18776.0,21415.0,17548.0,19829.0,2.1538,-0.1163,1.0957,-0.0093,-0.115,-0.1232,Variant/Flavor,NOT_TRIAL
BEVERAGES,1231 - TRADITIONAL DRINK,1231B - TRADITIONAL DRINK SACHET >=10S,KEPALA JENGGOT,OTHERS,2.33,1.0,1.0,0.5,3.0,1.0,1.0,1.0,52500.0,22500.0,52500.0,22500.0,2.0,1.33,1.0,0.0,1.3333,1.3333,Variant/Flavor,NOT_TRIAL
BEVERAGES,1231 - TRADITIONAL DRINK,1231B - TRADITIONAL DRINK SACHET >=10S,SIDOMUNCUL,TRADITIONAL,1.0,1.0,15.33,10.0,43.0,20.0,1.07,1.0,24610.0,23050.0,23000.0,23050.0,1.15,0.0,0.533,0.07,-0.0022,0.0677,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,DIAMOND,FULL CREAM,1.2,1.2,320.67,299.0,731.0,461.0,1.32,1.3,34740.0,34376.0,26318.0,26443.0,0.5857,0.0,0.0725,0.0154,-0.0047,0.0106,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,FRISIAN FLAG,CHOCOLATE,1.43,1.32,165.67,205.0,415.0,333.0,1.2,1.23,35996.0,35163.0,29997.0,28588.0,0.2462,0.0833,-0.1919,-0.0244,0.0493,0.0237,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,FRISIAN FLAG,FRUIT,1.16,1.15,196.33,149.5,369.0,220.0,1.6,1.36,39088.0,34619.0,24430.0,25455.0,0.6773,0.0087,0.3132,0.1765,-0.0403,0.1291,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,FRISIAN FLAG,FULL CREAM,1.31,1.23,627.67,687.5,1353.0,1072.0,1.39,1.28,38269.0,34266.0,27532.0,26770.0,0.2621,0.065,-0.087,0.0859,0.0285,0.1168,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,GREENFIELDS,FULL CREAM,1.31,1.32,592.0,468.0,1261.0,713.0,1.41,1.31,44304.0,43429.0,31421.0,33152.0,0.7686,-0.0076,0.265,0.0763,-0.0522,0.0201,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,GREENFIELDS,OTHERS,2.35,4.71,5.67,3.5,15.0,7.0,1.13,1.0,59325.0,106071.0,52500.0,106071.0,1.1429,-0.5011,0.62,0.13,-0.505,-0.4407,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,INDOMILK,CHOCOLATE,1.28,1.29,223.67,174.5,482.0,271.0,1.39,1.29,33420.0,32183.0,24043.0,24948.0,0.7786,-0.0078,0.2818,0.0775,-0.0363,0.0384,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,INDOMILK,FULL CREAM,1.47,1.42,758.33,704.5,1463.0,1042.0,1.56,1.35,43292.0,37066.0,27751.0,27456.0,0.404,0.0352,0.0764,0.1556,0.0107,0.168,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,ULTRA,CHOCOLATE,1.31,1.29,584.33,678.0,1193.0,1020.0,1.47,1.33,40324.0,37247.0,27431.0,28005.0,0.1696,0.0155,-0.1382,0.1053,-0.0205,0.0826,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,ULTRA,FULL CREAM,1.55,1.57,1744.0,1494.0,3190.0,2045.0,1.64,1.46,53162.0,48739.0,32416.0,33383.0,0.5599,-0.0127,0.1673,0.1233,-0.029,0.0907,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,ULTRA,MIX,1.0,1.13,3.67,105.5,9.0,174.0,1.22,1.21,21838.0,24407.0,17900.0,20171.0,-0.9483,-0.115,-0.9652,0.0083,-0.1126,-0.1053,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,ULTRA,OTHERS,1.08,1.73,243.67,151.5,569.0,230.0,1.28,1.32,53684.0,88823.0,41941.0,67290.0,1.4739,-0.3757,0.6084,-0.0303,-0.3767,-0.3956,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,ULTRA,STRAWBERRY,1.12,1.26,103.0,248.0,227.0,385.0,1.36,1.29,27261.0,29004.0,20045.0,22484.0,-0.4104,-0.1111,-0.5847,0.0543,-0.1085,-0.0601,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,DANCOW,CHOCOLATE,1.15,1.65,66.33,73.0,164.0,116.0,1.21,1.26,18024.0,26892.0,14896.0,21343.0,0.4138,-0.303,-0.0914,-0.0397,-0.3021,-0.3298,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,FRISIAN FLAG,CHOCOLATE,1.31,1.38,1020.33,614.5,1965.0,911.0,1.56,1.35,37233.0,34274.0,23867.0,25388.0,1.157,-0.0507,0.6604,0.1556,-0.0599,0.0863,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,FRISIAN FLAG,STRAWBERRY,1.28,1.24,577.67,332.0,1201.0,532.0,1.44,1.25,33571.0,28312.0,23313.0,22650.0,1.2575,0.0323,0.74,0.152,0.0293,0.1858,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,FRISIAN FLAG,VANILLA,1.38,1.37,435.67,119.0,887.0,194.0,1.47,1.23,37094.0,30974.0,25234.0,25182.0,3.5722,0.0073,2.6611,0.1951,0.0021,0.1976,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,INDOMILK,CHOCOLATE,1.16,1.2,133.0,195.5,299.0,310.0,1.33,1.26,27184.0,26650.0,20439.0,21151.0,-0.0355,-0.0333,-0.3197,0.0556,-0.0337,0.02,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,INDOMILK,STRAWBERRY,1.08,1.15,76.0,122.0,172.0,199.0,1.33,1.23,25355.0,24873.0,19064.0,20222.0,-0.1357,-0.0609,-0.377,0.0813,-0.0573,0.0194,Variant/Flavor,NOT_TRIAL
BEVERAGES,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,MILO,CHOCOLATE,1.21,1.22,254.0,200.5,516.0,305.0,1.48,1.31,27324.0,23966.0,18462.0,18295.0,0.6918,-0.0082,0.2668,0.1298,0.0091,0.1401,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311A - JAM 120-180G,ALFAMART,BASIC,1.06,1.04,90.33,81.5,246.0,150.0,1.1,1.09,20689.0,19551.0,18808.0,17937.0,0.64,0.0192,0.1083,0.0092,0.0486,0.0582,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311A - JAM 120-180G,ALFAMART,FRUIT,1.02,1.02,125.67,110.5,334.0,193.0,1.13,1.15,13468.0,13341.0,11919.0,11601.0,0.7306,0.0,0.1373,-0.0174,0.0274,0.0095,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311A - JAM 120-180G,LEAN LAB,OTHERS,1.25,1.0,2.67,2.0,6.0,4.0,1.33,1.0,69393.0,42900.0,52175.0,42900.0,0.5,0.25,0.335,0.33,0.2162,0.6176,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311A - JAM 120-180G,LOTUS,OTHERS,1.1,1.0,3.33,2.0,8.0,4.0,1.25,1.0,110275.0,79500.0,88220.0,79500.0,1.0,0.1,0.665,0.25,0.1097,0.3871,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311A - JAM 120-180G,MORIN,BASIC,1.08,1.04,134.33,97.5,355.0,185.0,1.14,1.05,31243.0,27346.0,27406.0,26044.0,0.9189,0.0385,0.3777,0.0857,0.0523,0.1425,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311A - JAM 120-180G,MORIN,FRUIT,1.02,1.01,69.67,58.5,186.0,104.0,1.12,1.12,29947.0,29375.0,26738.0,26228.0,0.7885,0.0099,0.1909,0.0,0.0194,0.0195,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311A - JAM 120-180G,MORIN,OTHERS,1.4,1.5,3.33,5.0,10.0,10.0,1.0,1.0,27860.0,29960.0,27860.0,29960.0,0.0,-0.0667,-0.334,0.0,-0.0701,-0.0701,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311A - JAM 120-180G,SKIPPY,BASIC,1.0,1.02,49.67,54.0,140.0,99.0,1.06,1.09,32439.0,34008.0,30603.0,31200.0,0.4141,-0.0196,-0.0802,-0.0275,-0.0191,-0.0461,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311B - JAM 200-300G,ALFAMART,FRUIT,1.0,1.0,31.0,28.5,83.0,55.0,1.12,1.04,25316.0,23909.0,22604.0,22989.0,0.5091,0.0,0.0877,0.0769,-0.0167,0.0588,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311B - JAM 200-300G,GROUU,OTHERS,1.0,1.0,0.67,1.0,2.0,2.0,1.0,1.0,42900.0,42900.0,42900.0,42900.0,0.0,0.0,-0.33,0.0,0.0,0.0,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311B - JAM 200-300G,MORIN,OTHERS,1.08,1.18,12.67,5.5,31.0,10.0,1.23,1.1,44710.0,37320.0,36350.0,33927.0,2.1,-0.0847,1.3036,0.1182,0.0714,0.198,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311B - JAM 200-300G,TROPICANA,OTHERS,1.0,1.0,0.33,1.0,1.0,2.0,1.0,1.0,112500.0,115700.0,112500.0,115700.0,-0.5,0.0,-0.67,0.0,-0.0277,-0.0277,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311C - JAM 340-400G,MORIN,OTHERS,1.0,1.0,1.0,2.5,3.0,4.0,1.0,1.25,57900.0,73775.0,57900.0,59020.0,-0.25,0.0,-0.6,-0.2,-0.019,-0.2152,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311C - JAM 340-400G,NOCCIO,OTHERS,1.0,1.0,0.67,1.5,2.0,2.0,1.0,1.5,48900.0,73350.0,48900.0,48900.0,0.0,0.0,-0.5533,-0.3333,0.0,-0.3333,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311C - JAM 340-400G,SUNPRIDE,OTHERS,1.5,,1.33,,3.0,,1.33,,76808.0,,57750.0,,,,,,,,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311C - JAM 340-400G,TONG GARDEN,OTHERS,1.0,1.11,3.0,4.5,8.0,6.0,1.12,1.5,45808.0,71067.0,40900.0,47378.0,0.3333,-0.0991,-0.3333,-0.2533,-0.1367,-0.3554,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1311 - JAM,1311C - JAM 340-400G,TROPICANA,OTHERS,1.0,1.0,2.33,2.0,7.0,4.0,1.0,1.0,88000.0,89000.0,88000.0,89000.0,0.75,0.0,0.165,0.0,-0.0112,-0.0112,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,CERES,BASIC,1.03,1.03,96.0,71.5,253.0,140.0,1.14,1.02,63521.0,56420.0,55720.0,55314.0,0.8071,0.0,0.3427,0.1176,0.0073,0.1259,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,CERES,MIX,1.02,1.01,172.33,189.5,463.0,336.0,1.12,1.13,38633.0,38558.0,34494.0,34122.0,0.378,0.0099,-0.0906,-0.0088,0.0109,0.0019,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,COLATTA,OTHERS,1.19,1.08,5.33,6.0,16.0,12.0,1.0,1.0,24188.0,21558.0,24188.0,21558.0,0.3333,0.1019,-0.1117,0.0,0.122,0.122,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,GOLDENFIL,BASIC,1.0,1.0,72.0,49.5,193.0,96.0,1.12,1.03,44512.0,40734.0,39743.0,39548.0,1.0104,0.0,0.4545,0.0874,0.0049,0.0927,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,GOLDENFIL,OTHERS,1.0,1.33,3.33,1.5,10.0,3.0,1.0,1.0,62620.0,83867.0,62620.0,83867.0,2.3333,-0.2481,1.22,0.0,-0.2533,-0.2533,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,NUTELLA,BASIC,1.03,1.04,122.67,93.5,328.0,171.0,1.12,1.09,55880.0,55017.0,49893.0,50474.0,0.9181,-0.0096,0.312,0.0275,-0.0115,0.0157,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,NUTELLA,OTHERS,,1.0,,5.5,,11.0,,1.0,,77991.0,,77991.0,,,,,,,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,OVOMALTINE,BASIC,1.06,1.07,33.33,27.0,86.0,47.0,1.16,1.15,78527.0,78862.0,67696.0,68576.0,0.8298,-0.0093,0.2344,0.0087,-0.0128,-0.0042,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,SARI CHOCO,BASIC,1.0,1.01,101.67,63.0,287.0,118.0,1.06,1.07,27520.0,27768.0,25962.0,25951.0,1.4322,-0.0099,0.6138,-0.0093,0.0004,-0.0089,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1312 - CHOCOLATE SPREAD,1312A - CHOCOLATE SPREAD,SARI CHOCO,MIX,,1.0,,5.0,,10.0,,1.0,,30040.0,,30040.0,,,,,,,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1313 - CHOCO RICE,1313A - CHOCO RICE 90G,ALFAMART,BASIC,1.07,1.07,253.67,463.0,654.0,809.0,1.16,1.14,9898.0,9455.0,8533.0,8294.0,-0.1916,0.0,-0.4521,0.0175,0.0288,0.0469,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1313 - CHOCO RICE,1313A - CHOCO RICE 90G,ALFAMART,OTHERS,1.04,,75.0,,207.0,,1.09,,11954.0,,10967.0,,,,,,,,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1313 - CHOCO RICE,1313A - CHOCO RICE 90G,CERES,BASIC,1.02,1.03,473.33,402.5,1120.0,699.0,1.27,1.15,21255.0,18919.0,16736.0,16451.0,0.6023,-0.0097,0.176,0.1043,0.0173,0.1235,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1313 - CHOCO RICE,1313B - CHOCO RICE 225G,CERES,BASIC,1.04,1.06,173.0,176.5,388.0,287.0,1.34,1.23,36540.0,34056.0,27269.0,27688.0,0.3519,-0.0189,-0.0198,0.0894,-0.0151,0.0729,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1313 - CHOCO RICE,1313B - CHOCO RICE 225G,CERES,OTHERS,1.06,1.0,10.33,6.0,27.0,12.0,1.15,1.0,29993.0,24500.0,26081.0,24500.0,1.25,0.06,0.7217,0.15,0.0645,0.2242,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314A - CHEESE SLICE,EMINA,ORIGINAL,1.09,1.08,158.0,198.0,411.0,350.0,1.15,1.13,17716.0,17080.0,15405.0,15115.0,0.1743,0.0093,-0.202,0.0177,0.0192,0.0372,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314A - CHEESE SLICE,KRAFT,ORIGINAL,1.06,1.08,51.67,73.0,130.0,128.0,1.19,1.14,33454.0,27933.0,28113.0,24503.0,0.0156,-0.0185,-0.2922,0.0439,0.1473,0.1977,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314A - CHEESE SLICE,MEG,ORIGINAL,1.12,1.09,122.33,102.0,286.0,175.0,1.28,1.17,20091.0,17758.0,15696.0,15178.0,0.6343,0.0275,0.1993,0.094,0.0341,0.1314,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314A - CHEESE SLICE,PROCHIZ,ORIGINAL,1.27,1.24,616.33,548.5,1389.0,881.0,1.33,1.25,21575.0,20112.0,16222.0,16090.0,0.5766,0.0242,0.1237,0.064,0.0082,0.0727,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314B - CHEESE BLOCK,ANCHOR,ORIGINAL,1.12,1.05,14.0,21.5,39.0,41.0,1.08,1.05,33997.0,31295.0,31479.0,29805.0,-0.0488,0.0667,-0.3488,0.0286,0.0562,0.0863,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314B - CHEESE BLOCK,EMINA,ORIGINAL,1.14,1.12,330.0,251.0,813.0,432.0,1.22,1.16,24940.0,23209.0,20443.0,20008.0,0.8819,0.0179,0.3147,0.0517,0.0217,0.0746,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314B - CHEESE BLOCK,FRISIAN FLAG,ORIGINAL,1.07,1.07,54.67,74.0,144.0,137.0,1.14,1.08,24298.0,22896.0,21314.0,21200.0,0.0511,0.0,-0.2612,0.0556,0.0054,0.0612,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314B - CHEESE BLOCK,KRAFT,ORIGINAL,1.17,1.18,431.33,402.5,1093.0,712.0,1.18,1.13,26758.0,25776.0,22676.0,22811.0,0.5351,-0.0085,0.0716,0.0442,-0.0059,0.0381,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314B - CHEESE BLOCK,MEG,ORIGINAL,1.2,1.16,211.33,252.5,532.0,444.0,1.19,1.14,20643.0,19290.0,17347.0,16921.0,0.1982,0.0345,-0.163,0.0439,0.0252,0.0701,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314B - CHEESE BLOCK,PROCHIZ,ORIGINAL,1.24,1.19,394.67,397.0,1035.0,694.0,1.14,1.14,25299.0,24859.0,22192.0,21806.0,0.4914,0.042,-0.0059,0.0,0.0177,0.0177,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314B - CHEESE BLOCK,WINCHEEZ,ORIGINAL,1.27,1.28,297.33,268.5,741.0,473.0,1.2,1.14,22578.0,21684.0,18815.0,19021.0,0.5666,-0.0078,0.1074,0.0526,-0.0108,0.0412,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314C - CHEESE SPREAD,PROCHIZ,BASIC,1.5,1.4,469.0,400.0,1048.0,668.0,1.34,1.2,29170.0,24211.0,21769.0,20176.0,0.5689,0.0714,0.1725,0.1167,0.079,0.2048,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),1314 - CHEESE,1314C - CHEESE SPREAD,PUCK,ORIGINAL,1.01,1.05,29.67,54.5,77.0,98.0,1.16,1.11,37274.0,36785.0,32133.0,33140.0,-0.2143,-0.0381,-0.4556,0.045,-0.0304,0.0133,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611A - WHITE BREAD,MY ROTI,ORIGINAL,1.06,1.05,2467.67,2145.0,4772.0,3085.0,1.55,1.39,25696.0,22162.0,16578.0,15944.0,0.5468,0.0095,0.1504,0.1151,0.0398,0.1595,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611A - WHITE BREAD,PAROTI,ORIGINAL,,1.0,,4.0,,8.0,,1.0,,18000.0,,18000.0,,,,,,,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611A - WHITE BREAD,ROYAL BAKERY,ORIGINAL,1.01,1.01,92.33,87.5,193.0,134.0,1.44,1.31,37184.0,33802.0,25822.0,25803.0,0.4403,0.0,0.0552,0.0992,0.0007,0.1001,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611A - WHITE BREAD,SARI ROTI,BASIC,1.02,1.02,826.0,787.5,1981.0,1329.0,1.25,1.19,19656.0,18537.0,15725.0,15577.0,0.4906,0.0,0.0489,0.0504,0.0095,0.0604,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611A - WHITE BREAD,SARI ROTI,ORIGINAL,1.03,1.03,3071.33,2939.5,5681.0,4155.0,1.62,1.41,31548.0,27319.0,19474.0,19375.0,0.3673,0.0,0.0448,0.1489,0.0051,0.1548,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611B - SWEET BREAD,5 DAYS,BASIC,1.43,1.53,427.67,422.0,1049.0,723.0,1.22,1.17,14641.0,13339.0,12001.0,11401.0,0.4509,-0.0654,0.0134,0.0427,0.0526,0.0976,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611B - SWEET BREAD,5 DAYS,FRUIT,1.26,1.38,152.67,188.5,365.0,303.0,1.25,1.24,11611.0,12632.0,9289.0,10187.0,0.2046,-0.087,-0.1901,0.0081,-0.0882,-0.0808,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611B - SWEET BREAD,5 DAYS,MIX,1.52,1.3,116.67,75.5,305.0,137.0,1.15,1.1,12875.0,10540.0,11196.0,9582.0,1.2263,0.1692,0.5453,0.0455,0.1684,0.2215,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611B - SWEET BREAD,MY ROTI,BASIC,1.26,1.29,349.33,427.5,828.0,672.0,1.27,1.27,11255.0,11297.0,8862.0,8895.0,0.2321,-0.0233,-0.1829,0.0,-0.0037,-0.0037,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611B - SWEET BREAD,MY ROTI,FRUIT,1.03,1.04,22.67,27.5,64.0,55.0,1.06,1.0,8184.0,7773.0,7721.0,7773.0,0.1636,-0.0096,-0.1756,0.06,-0.0067,0.0529,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611B - SWEET BREAD,MY ROTI,MIX,1.11,,85.33,,222.0,,1.15,,9535.0,,8291.0,,,,,,,,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611B - SWEET BREAD,MY ROTI,UNIQUE,1.04,1.01,54.33,51.0,148.0,101.0,1.1,1.01,8554.0,7650.0,7776.0,7574.0,0.4653,0.0297,0.0653,0.0891,0.0267,0.1182,Variant/Flavor,NOT_TRIAL
BREAD CORNER (BC),6611 - BREAD,6611B - SWEET BREAD,PAROTI,BASIC,1.21,1.18,1548.67,1673.5,3364.0,2599.0,1.38,1.29,19781.0,18637.0,14334.0,14447.0,0.2943,0.0254,-0.0746,0.0698,-0.0078,0.0614,Variant/Flavor,NOT_TRIAL
